eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,remarks
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM001,human observation,1999-08/12,Plantae,Selagina wildenovii,Spesies,Rane Halus,,,,ID,556,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM002,human observation,1999-08/12,Plantae,Trichomanes bilabiatum,Spesies,-,,,,ID,99,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM003,human observation,1999-08/12,Plantae,Taenitis blechnoides,Spesies,Paku Ringin,,,,ID,90,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM004,human observation,1999-08/12,Plantae,Pteris vittata,Spesies,Paku Uban Bukit,,,,ID,85,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM005,human observation,1999-08/12,Plantae,Gleichenia linearis,Spesies,Pake Resam,,,,ID,84,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM006,human observation,1999-08/12,Plantae,Cyathea biformis,Spesies,-,,,,ID,54,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM007,human observation,1999-08/12,Plantae,Elapoglossum commutatum,Spesies,-,,,,ID,42,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM008,human observation,1999-08/12,Plantae,Pteris deltodon,Spesies,-,,,,ID,40,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM009,human observation,1999-08/12,Plantae,Tectaria vasta,Spesies,-,,,,ID,26,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM010,human observation,1999-08/12,Plantae,Blechnum orientale,Spesies,Paku Ikan,,,,ID,22,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM011,human observation,1999-08/12,Plantae,Lygodium circinnatum,Spesies,Paku Hata,,,,ID,14,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM012,human observation,1999-08/12,Plantae,Histiopteris incisa,Spesies,Paku Andam,,,,ID,14,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM013,human observation,1999-08/12,Plantae,Lindsaya scandes,Spesies,Paku Bening,,,,ID,13,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM014,human observation,1999-08/12,Plantae,Blechnum sp,Genus,-,,,,ID,11,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM015,human observation,1999-08/12,Plantae,Athyrium javanicum,Spesies,-,,,,ID,8,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM016,human observation,1999-08/12,Plantae,Pronephrium vitidum,Spesies,-,,,,ID,7,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM017,human observation,1999-08/12,Plantae,Cyathea alternans,Spesies,-,,,,ID,6,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM018,human observation,1999-08/12,Plantae,Microsorum sarawakense,Spesies,-,,,,ID,2,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM019,human observation,1999-08/12,Plantae,Athyrium sp,Genus,-,,,,ID,1,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM020,human observation,1999-08/12,Plantae,Arcypteris irregularis,Spesies,Paku Kapal,,,,ID,1,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM021,human observation,1999-08/12,Plantae,Microsorum punctatum,Spesies,Keluwah,,,,ID,1,,,present,
IPB-2000BH-DS001-PLHT,IPB-2000BH-DS001-PLHT-EM022,human observation,1999-08/12,Plantae,Asplenium nidus,Spesies,Paku Sarang Burung,,,,ID,1,,,present,
IPB-2000BH-DS001-PLHM,IPB-2000BH-DS001-PLHM-EM001,human observation,1999-08/12,Plantae,Taenitis blechnoides,Spesies,Paku Ringin,,,,ID,19,,,present,
IPB-2000BH-DS001-PLHM,IPB-2000BH-DS001-PLHM-EM002,human observation,1999-08/12,Plantae,Pteris deltodon,Spesies,-,,,,ID,7,,,present,
IPB-2000BH-DS001-PLHM,IPB-2000BH-DS001-PLHM-EM003,human observation,1999-08/12,Plantae,Microsorum heterocarpum,Spesies,-,,,,ID,7,,,present,
IPB-2000BH-DS001-PLHM,IPB-2000BH-DS001-PLHM-EM004,human observation,1999-08/12,Plantae,Selagina wildenovii,Spesies,Rane Halus,,,,ID,7,,,present,
IPB-2000BH-DS001-PLHM,IPB-2000BH-DS001-PLHM-EM005,human observation,1999-08/12,Plantae,Blechnum orientale,Spesies,Paku Ikan,,,,ID,3,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM001,human observation,1999-08/12,Plantae,Stenochlaena palustris,Spesies,Paku Hurang,,,,ID,72,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM002,human observation,1999-08/12,Plantae,Pityrogramma calomelanos,Spesies,Paku Perak,,,,ID,37,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM003,human observation,1999-08/12,Plantae,Gleichenia linearis,Spesies,Paku Resam,,,,ID,24,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM004,human observation,1999-08/12,Plantae,Nephrolepis falcata,Spesies,Paku Cecerenean,,,,ID,24,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM005,human observation,1999-08/12,Plantae,Histiopteris incisa,Spesies,Paku Andam,,,,ID,10,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM006,human observation,1999-08/12,Plantae,Lycopodium cernuum,Spesies,Paku Kawat,,,,ID,8,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM007,human observation,1999-08/12,Plantae,Pteris vittata,Spesies,Paku Uban Bukit,,,,ID,3,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM008,human observation,1999-08/12,Plantae,Lygodium circinnatum,Spesies,Paku Hata,,,,ID,3,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM009,human observation,1999-08/12,Plantae,Blechnum orientale,Spesies,Paku Ikan,,,,ID,2,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM010,human observation,1999-08/12,Plantae,Davallia hymenophylloides,Spesies,-,,,,ID,1,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM011,human observation,1999-08/12,Plantae,Cathea biformis,Spesies,-,,,,ID,1,,,present,
IPB-2000BH-DS001-PLSM,IPB-2000BH-DS001-PLSM-EM012,human observation,1999-08/12,Plantae,Tectaria vasta,Spesies,-,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM001,human observation,1999-08/12,Plantae,Acmenna acuminatissima,Spesies,Kelat Putih,,,,ID,7,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM002,human observation,1999-08/12,Plantae,Artocarpus glaucca,Spesies,Terap,,,,ID,8,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM003,human observation,1999-08/12,Plantae,Artocarpus kemando,Spesies,Cempedak,,,,ID,2,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM004,human observation,1999-08/12,Plantae,Buchanania sp.,Spesies,Rengas,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM005,human observation,1999-08/12,Plantae,Burckella sp.,Spesies,Pisang-Pisang,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM006,human observation,1999-08/12,Plantae,Calophyllum sp.,Spesies,Selancar,,,,ID,3,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM007,human observation,1999-08/12,Plantae,Campnosperma auriculatum,Spesies,Terentang,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM008,human observation,1999-08/12,Plantae,Cantleya corniculata,Spesies,Dara-Dara,,,,ID,3,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM009,human observation,1999-08/12,Plantae,Carallia brachiata,Spesies,Tenggris,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM010,human observation,1999-08/12,Plantae,Dacryodes angulata,Spesies,Kedonodong,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM011,human observation,1999-08/12,Plantae,Dacryodes sp.,Spesies,Macang Hutan,,,,ID,6,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM012,human observation,1999-08/12,Plantae,Dialium platysepalum,Spesies,Keranji Ungko,,,,ID,6,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM013,human observation,1999-08/12,Plantae,Dialium sp,Spesies,Keranji,,,,,7,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM014,human observation,1999-08/12,Plantae,Dillennia sp,Spesies,Simpur,,,,ID,2,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM015,human observation,1999-08/12,Plantae,Diospyros borneensis,Spesies,Arang-Arang,,,,ID,15,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM016,human observation,1999-08/12,Plantae,Dyera costulata,Spesies,Jelutung,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM017,human observation,1999-08/12,Plantae,Endospermum moluccanum,Spesies,Medang Labu,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM018,human observation,1999-08/12,Plantae,Ganua mattleyana,Spesies,Mengkulang,,,,ID,4,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM019,human observation,1999-08/12,Plantae,Gironniera subaquensis,Spesies,Medang Siluk,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM020,human observation,1999-08/12,Plantae,Gymnacranthera bancana,Spesies,Medang Pauh,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM021,human observation,1999-08/12,Plantae,Hopea mengarawan,Spesies,Merawan,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM022,human observation,1999-08/12,Plantae,Hopea sp.,Spesies,Merawan Batu,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM023,human observation,1999-08/12,Plantae,Horsfieldia polyspherula,Spesies,Medang Darah,,,,ID,10,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM024,human observation,1999-08/12,Plantae,Koompassia malaccensis,Spesies,Kempas,,,,ID,2,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM025,human observation,1999-08/12,Plantae,Lithocarpus hystrix,Spesies,Pepening,,,,ID,5,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM026,human observation,1999-08/12,Plantae,Macaranga sp.,Spesies,Sapat,,,,ID,1,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM027,human observation,1999-08/12,Plantae,Macaranga triloba,Spesies,Sekubung,,,,ID,2,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM028,human observation,1999-08/12,Plantae,Maranthes sorymbosa,Spesies,Kayu Batu,,,,ID,3,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM029,human observation,1999-08/12,Plantae,Mssa javanica,Spesies,Medang Kuning,,,,ID,3,,,present,
IPB-2000BH-DS001-PH,IPB-2000BH-DS001-PH-EM030,human observation,1999-08/12,Plantae,Ochanostachys amantacea,Spesies,Petaling,,,,ID,3,,,present,
