parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
UI-2010HD-RL004,UI-2010HD-RL004-CS001,2009-11/2010-01,Stratified Random Sampling,"There are three sampling stations, each station has three sampling points, namely stations a and b, which are repeated once for sampling, and station C is repeated twice for sampling | using Petersen grab and shavel to take gastropods sample",9,point sampling,CS001,,,-6.370725,106.8254306,,ID,Java,West Java,Depok,Universitas Indonesia Campus,Situ Agathis,
UI-2010HD-RL004,UI-2010HD-RL004-CS002,2009-11/2010-01,Stratified Random Sampling,"There are three sampling stations, each station has three sampling points, namely stations a and b, which are repeated once for sampling, and station C is repeated twice for sampling | using Petersen grab and shavel to take gastropods sample",9,point sampling,CS002,,,-6.370725,106.8254306,,ID,Java,West Java,Depok,Universitas Indonesia Campus,Situ Agathis,
UI-2010HD-RL004,UI-2010HD-RL004-CS003,2009-11/2010-01,Stratified Random Sampling,"There are three sampling stations, each station has three sampling points, namely stations a and b, which are repeated once for sampling, and station C is repeated twice for sampling | using Petersen grab and shavel to take gastropods sample",9,point sampling,CS003,,,-6.370725,106.8254306,,ID,Java,West Java,Depok,Universitas Indonesia Campus,Situ Agathis,
UI-2010DU-RL005,UI-2010DU-RL005-CS001,2010-03-29,Convenience sampling,"The distance between sampling points is 500 m | sediment is taken from the left, right, and front sides of the ship with 10 times each using Peterson grab sampler",3,point sampling,CS001,,,-6.0884722,106.807,,ID,Java,DKI Jakarta,DKI Jakarta,Muara Sungai Teluk Jakarta,Muara Sunda Kelapa,
UI-2010DU-RL005,UI-2010DU-RL005-CS002,2010-03-29,Convenience sampling,"The distance between sampling points is 500 m | sediment is taken from the left, right, and front sides of the ship with 10 times each using Peterson grab sampler",3,point sampling,CS002,,,-6.091,106.802,,ID,Java,DKI Jakarta,DKI Jakarta,Muara Sungai Teluk Jakarta,Muara Baru,
UI-2010DU-RL005,UI-2010DU-RL005-CS003,2010-04-12,Convenience sampling,"The distance between sampling points is 500 m | sediment is taken from the left, right, and front sides of the ship with 10 times each using Peterson grab sampler",3,point sampling,CS003,,,-6.0911111,106.959,,ID,Java,DKI Jakarta,DKI Jakarta,Muara Sungai Teluk Jakarta,Muara Tiram,
UI-2010DU-RL005,UI-2010DU-RL005-CS004,2010-04-12,Convenience sampling,"The distance between sampling points is 500 m | sediment is taken from the left, right, and front sides of the ship with 10 times each using Peterson grab sampler",3,point sampling,CS004,,,-6.08175,106.99,,ID,Java,DKI Jakarta,DKI Jakarta,Muara Sungai Teluk Jakarta,Muara Tawar,
UI-2010DU-RL005,UI-2010DU-RL005-CS005,2010-04-29,Convenience sampling,"The distance between sampling points is 500 m | sediment is taken from the left, right, and front sides of the ship with 10 times each using Peterson grab sampler",3,point sampling,CS005,,,-6.10925,106.784,,ID,Java,DKI Jakarta,DKI Jakarta,Muara Sungai Teluk Jakarta,Muara Karang,
UI-2010AH-RL006,UI-2010AH-RL006-CS001,2010-04-29,Convenience sampling,"sediment is taken from the left, right, and front sides of the ship with 10 times each using Peterson grab sampler",3,point sampling,CS001,,,-6.10925,106.784,,ID,Java,DKI Jakarta,DKI Jakarta,Muara Sungai Teluk Jakarta,Muara Karang,
UI-2010AH-RL006,UI-2010AH-RL006-CS002,2010-03-29,Convenience sampling,"sediment is taken from the left, right, and front sides of the ship with 10 times each using Peterson grab sampler",3,point sampling,CS002,,,-6.091,106.802,,ID,Java,DKI Jakarta,DKI Jakarta,Muara Sungai Teluk Jakarta,Muara Baru,
