eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,identificationReferences,remarks
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN001,HumanObservation,2004-05/07,Animalia,Arachnida,class,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,5,5,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN002,HumanObservation,2004-05/07,Animalia,Blattodea,class,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,3,3,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN003,HumanObservation,2004-05/07,Animalia,Chilopoda,class,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,14,14,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN004,HumanObservation,2004-05/07,Animalia,Anthicidae,familia,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,1,1,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN005,HumanObservation,2004-05/07,Animalia,Carabidae,familia,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,1,1,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN006,HumanObservation,2004-05/07,Animalia,Cebrionidae,familia,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,3,3,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN007,HumanObservation,2004-05/07,Animalia,Elateridae,familia,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,1,1,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN008,HumanObservation,2004-05/07,Animalia,Lathrididae,familia,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,1,1,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN009,HumanObservation,2004-05/07,Animalia,Pasalidae,familia,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,1,1,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
UGM-2005SP-BA025-Primary,UGM-2005SP-BA025-Primary-TN010,HumanObservation,2004-05/07,Animalia,Staphylinidae,familia,,1.65083333 | 1.50083333 | 1.60894444,101.88722222 | 102.26361111 | 102.29500000,WGS84,ID,4,4,individuals,present,Lilies (1991) | Borror and White (1970) | Tho (1992) | Thapa (1981) | Rahman (2003),
